Issue key,Issue id,Summary,Assignee,Assignee Id,Description
TCON-1794,58042,Broker Selection on Applicant information Page,Rachel Thomas,5c77b20414346e2ff1dfe053,"*-As an-* -MDANI user-

*-I want-* -to be able to select the Source as ’Broker' under Applicant info page- 

*-And-* -select- *-Agency ID-* -from the list accordingly.-

-BRD:- [-Medical UI Pages and Fields BRD.xlsx-|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=wL5Hgu]

*-Products-* -- Medical, Practice(TBD)-

*-Transactions-* -- All-

+*-_Acceptance Criteria:_-*+

*-As an-* -MDA user-

*-I want-* -to be able to select a- *-Broker-* -in- *-Source-* -under Applicant information page-

*-And-* -view- *-Agency ID-* -to select appropriate- -_Agency_- -accordingly- 

*As an* MDANI user

*-I want-* -to be able to select the Source as ’Broker' under Applicant info page-

Once the user clicks on the Broker Selection -link- {color:#bf2600}button{color} on the Applicant Information page {color:#bf2600}then  a pop up (Broker Change) window should appear for the user to select the New Broker from the drop down and click on the Process button to change the Broker (Refer screenshot below) {color}-should be able to see a dropdown called New Broker and select a Broker from the dropdown- which will calculate the Broker Commission based on the Broker Commission Structure.

!image-20241106-115956.png|width=231,height=155,alt=""image-20241106-115956.png""!

*Note* : The Screenshot above is just for reference, The New Broker will display the full broker name once implemented.

If a Medical policy is issued without any Broker selection then it will be a Non Broker policy which will be created under Medical Indemnity (Agency/Entity)

If a Practice policy is issued without any Broker selection then it will be a Non Broker policy which will be created under Practice Indemnity entity (Agency/Entity)

[~accountid:712020:2938be38-5611-4797-9f27-26771556dcde] - {color:#0747a6}_As discussed, striked the 1st line and added your comment._{color}

*And* should be able to change a non-Broker policy to a Broker policy during NB(Quote or Application)/Renewal/Rewrite Transactions with Broker Selection options.

*OR* I should be able to change a Broker policy to a non-Broker policy during NB(Quote or Application)/Renewal/Rewrite Transactions with Broker Selection options.

*AND* the Broker Selection will be displayed for all the Users based on their roles and priviledges as define in the User Admin BRD

*AND* the system should be able to calculate/recalculate the Broker commission based on the Broker Commission Structure as outlined in the Broker Commission and Contact details sheet

Link - [Broker Commission and Contact Details.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Discovery%20Workshops/Billing%20System/Broker%20Commission%20and%20Contact%20Details.xlsx?d=w6fc11ab465954ef68e337f2992f1c2c1&csf=1&web=1&e=zDlnIm]

*Products* – MI & PIP

*Transactions* – NB/Renewal/Rewrite

BRDs –

[Medical UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=ruBj7O]

[Practice UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Practice%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=wac38446e8cc5466ea077b952308b2dc6&csf=1&web=1&e=h4pGZG]

+*_Acceptance Criteria 1_*+

*As an* MDA user

*I* am on the Applicant Information screen

{color:#bf2600}*AND*{color}{color:#bf2600} I click on the Broker Selection button{color}

*Then* I should be {color:#bf2600}able to see a pop up window (Broker Change) and {color}a dropdown called New Broker for New Business (Quote or application) -Pending/Rewrite-Pending/and Renew-Pending Policies -once I click on the Broker  Selection link-

*AND* I should be able to select any of the following broker from the drop-down list

* Doctors’ Choice
* Experien General Insurance Services (EGIS)
* Insurance Mentor SI Pty Ltd (MGR)
* Insurance Mentor SI Pty Ltd (IAA)
* AMAIB WA
* Network Insurance Group (NIG)
* Insurance Advisernet (Anderson Financial Services)

+*_Acceptance Criteria 2_*+

*Given* User navigates to the TransAct page of any InForce Non-Broker Policy

*And* selects Renew/Rewrite from the Transaction Type Drop Down and Click Go

*OR* Initiates a New Business (Quote or Application)

{color:#bf2600}*AND*{color}{color:#bf2600} I click on the Broker Selection button{color}

*Then* I should be able to {color:#bf2600}see a pop up window (Broker Change) and {color}a dropdown called New Broker on the Applicant information -page once I click on the Broker  Selection link-

*AND* I should be able to select a broker from the drop-down list and click the process button

*-Then-* -the system should be able to calculate the Broker commission based on the Broker Commission Structure and should display the Broker Commission on the Pricing page-

+*_Acceptance Criteria 3_*+

*Given* User navigates to the TransAct page of any InForce Broker Policy

*And* selects Renew/Rewrite from the Transaction Type Drop Down and Click Go

*OR* Initiates a New Business (Quote or Application)

{color:#bf2600}*AND*{color}{color:#bf2600} I click on the Broker Selection button{color}

*Then* I should be able to {color:#bf2600}see a pop up window (Broker Change) and{color} a drop down called New Broker on the Applicant information page -once I click on the Broker  Selection link-

*AND* I should be able to deselect a broker from the drop-down list and click the process button

*-Then-* -the system should be able to recalculate the Broker commission as $0 on the Pricing page-

+*_Acceptance Criteria 4_*+

*Given* User navigates to the TransAct page of any InForce non-Broker Policy

*OR* navigates to a Broker policy

*Then* the Broker  Selection link should be hidden for policies in Committed status

+*_Acceptance Criteria 5_*+

*Given* User navigates to the TransAct page of any InForce non-Broker Policy

*OR* navigates to a Broker policy

Than the Broker Selection link should not be displayed for Endorse Transaction

*AND* should only be displayed for New Business-Pending/Rewrite-Pending/and Renew-Pending status once I click on the Broker  Selection -link- {color:#bf2600}button{color} 

+*_Acceptance Criteria 6_*+

*Given* User navigates to the Applicant Information page on quote/application/renew/rewrite transaction on MI

Then I should not see the field -option BROKER in the-   *Source*

+*-_Acceptance Criteria 7_-*+

*-Given-* -User issue a New Business for Medical policy without selecting any Broker.-

-Policy will be issued under Medical Indemnity (Agency/Entity) and no commission will be calculcated.-

+*-_Acceptance Criteria 8_-*+

*-Given-* -User issue a New Business for Practice policy without selecting any Broker.-

-Policy will be issued under Practice Indemnity (Agency/Entity) and no commission will be calculcated.-

+*-_Acceptance Criteria 9_-*+

*-Given-* -User issue a New Business for Medical/Practice policy by selecting any one Broker.-

*-Commission-* -will get caluclated as per the commission plan defined for the same Broker.-

-And then user initiates a Renewal and change the Broker (From Broker A to B ) then commission will get calculated as per the changed Broker commission plan.-

-And then user initiates a Rewrite and change the Broker (From Broker B to C ) then commission will get calculated as per the changed Broker commission plan.All-

+*_Acceptance Criteria 10_*+

*Given* I login as one of the below user 

# User
# Agent
# UW Assistant
# MS Operations
# CUWC (will not have edit access on this page anyway)
# Read Only

*THEN* I should not be able to change the broker, 

*AND* the Broker selection button is not available for these users

*AND* is hidden"
TCON-1762,57999,Change Request: MI-PSS & ROCS page,Rachel Thomas,5c77b20414346e2ff1dfe053,"MI-PSS & ROCS page: Please refer BRD and Feedback sheet (Expected outcome column) for Business rules. As many of them related to PSS rating calculations.

Refer BRD for more details: [Medical UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=MSz97L]

Refer Feedback sheet- [^Medical UI updates 20062024 - updated for PSS page.xlsx]"
TCON-2662,59469,UI Updates for Claims - MI & PIP,Rachel Thomas,5c77b20414346e2ff1dfe053,"+Requirement:+

Addition of claims questions in the UI for both the Medical and Practice LOB.

Hide Claims questions where policy status = Quote - New - Pending

No dynamic questions - Y/N responses

These claims questions do not appear on documentation

These claims questions do not directly have any rating impact

{color:#ff991f}The questions listed below will have the Radio button option to select Y/N and will be mandatory fields{color}

+Medical UI+

||*Question*||*Field type*||
|Have there ever been any claims made or threatened against you or a current or former employer arising from something you did or didn't do arising from or in connection with the practice of medicine?|Y/N|
|Have you ever had any complaints made or threatened against you arising from your provision of healthcare services, whether they have been investigated or not?|Y/N|
|Have you ever
a) been involved in a dispute with a Medical College in relation to a training program?
b) had your rights to practise at a hospital or health service restricted, suspended or terminated?|Y/N
Y/N|
|Have you ever
a) been involved in a dispute with an employer, employee or hospital arising from an employment contract?
Or
 b) been the subject of a defamation claim or pursued a claim for defamation or sought legal remedy in response to potential defamation?|Y/N

Y/N|
|Have you ever been the subject of any investigation, complaint, disciplinary or other proceeding, including but not limited to any arising out of or connected with: your study or practice of medicine; your health or fitness to practice; your conduct as a medical practitioner or student; or your billings practices? Such proceedings may have been instituted by an employer, a registration board, Medicare, Professional Services Review Committee or other statutory, academic or professional body which includes within its purposes the investigation of such matters.|Y/N|
|Have you ever been arrested or had criminal charges made against you in any jurisdiction whether or not the arrest or charge relates to your practice of medicine.  (For the purposes of this question, please disregard traffic or minor motor vehicle licensing offences)|Y/N|
|Have you ever been the subject of a claim or investigation relating to the alleged breaches of the _Trade Practices Act 1974_ (Cth) or the _Competition and Consumer Act 2010_ (Cth) or any equivalent or other state, territory or jurisdiction's fair trading legislation arising from or in connection with your practice of medicine.|Y/N|

*If Member Services are completing the application and there is Yes to any claims questions, the application will not be able to be bound by the MS user and* {color:#bf2600}*Task*{color} *will be* *-referred-* *to* {color:#bf2600}*in*{color} *the New Business task queue*{color:#ff5630} {color}{color:#ff5630}_(task BRD for Policy Express will need to be updated)_{color}



+Practice UI+

||*Question*||*Field Type*||
|Have there been any claims or investigations made or threatened against the practice entity and/or an insured person in connection with the provision of healthcare services?|Y/N|
|Have there been any claims or investigations made or threatened against the practice entity and/or an insured person in connection with the provision of healthcare services?|Y/N|
|Has the practice ever:
a) been involved in a dispute with an employee arising from an employment contract? 
OR
b) been the subject of a defamation claim or pursued a claim for defamation or sought legal remedy in response to potential defamation?|Y/N

Y/N|
|Have there been any incidents or circumstances within the practice which may give rise to a claim, complaint or investigation including matters you have notified to an insurer as a possible claim?|Y/N|
|Does any health professional (Medical or Dental Practitioner), allied health professional or clinical staff member at the practice currently have or have ever had any conditions, undertakings, reprimands or notations placed on their registration including a requirement to be supervised or mentored?|Y/N|
|Have any health professionals (Medical or Dental Practitioner), allied health professionals or clinical staff members at the practice been the subject of a mandatory notification to the Australian Health Practitioner Regulation Agency (Ahpra)?|Y/N|

*All practice applications will be referred to New Business task queue*"
TCON-3417,61174,PIP- Cancel option is available in transaction type even policy is cancelled.,Prateek Bharti,712020:5d1d2e6c-5690-4273-b0b9-2707c33f301c,"h3. *Environment*: QA

*Quote number:* PI003762

*Steps: 1.* Create New Business , and cancel the policy.

           *2.* Verify transaction type dropdown options.

*Actual* *result*:

Cancel option is available in dropdown.

*Expected* *Result*: 

Cancel option should not be available in dropdown."
TCON-3435,61208,PI- Primary phone number accepting letters under Other Authorised user section,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"Policy# *PI4336Q2024*

Env: QA

*Steps: -*

1)Create a policy for Practice 

2)Enter Phone number as 089535er3244

*Expected-*

Prompt message to be displayed

*Actual-*

Prompt message is not displayed







!image-20241106-072933.png|width=1394,height=691,alt=""image-20241106-072933.png""!"
TCON-3437,61210,MI/PIP- Able to delete the party record.,Mayuri Shivkant Birajdar,712020:53da82f4-af92-4fbc-a251-56d9c465f06c,"h3. *Environment* : QA

# User admin : MS Operations

      *Getting Page break error whiling clicking on Save and Search Button.*

     Steps *:* 1. Open with MS operation user admin.

Expected Results: Should not give page break error.

Actual results: Showing page break error.

#  User admin : Agent , UnderwriterAssistant 

       *Party deletion should not be allowed.*

Steps *:* 1. Create the Medical/Practice Quote.

            2. Create Party.

            3. Delete the party record.

Expected Results: Should not allow to delete the party. Display button is visible.

Actual results: Able to delete the party.  Delete button should not be displayed.



# User admin : User role

*Unable to Switch to party* 

Steps *:* 1. Create the Medical/Practice Quote.

#  Switch to party.

Expected Results: Able to to switch to party tab.

Actual results: Not able to switch to party.



# User admin: MDA System administrator.

  *Getting error while cancelling the policy.*

   Steps *:* 1. Create the Medical/Practice Quote. 

               2.  Select cancel in transaction type dropdown. Click on OK

   Expected Result: Able to cancel the policy.

   Actual Result : Getting error while initiating the cancel."
TCON-3411,61167,"PIP - Under Coverage Page ""Additional Aggregate Policy Limits"" is greyed out.",Prateek Bharti,712020:5d1d2e6c-5690-4273-b0b9-2707c33f301c,"h3. *Environment* : QA

*Quote number : PI6495Q2024*

                            

User admin : UnderwriterAssistant 

Login Users:  dmamisao

*Steps :* 1. Create the Practice Policy.

            2. Open coverage screen and select  “Additional Aggregate Policy Limit” as dropdown for policy limit.

Expected Results: *Additional Aggregate Policy Limits* option should have values in dropdown.

Actual results :  *Additional Aggregate Policy Limits* option is blank, hence is not showing any dropdown."
TCON-3846,61888,Medical Indemnity-Risk Surcharge reasons are getting displayed as mandatory fields,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"Policy# *MI21497Q2024*

# Create a policy with policy period 1/7/23 – 30/06/24, Category as non-practicing  
# Navigate to rating input screen and give Manual Annualized Non Practicing Overwrite value.
# Verify Risk Surcharge reasons.

*Expected:-*

Risk Surcharge reasons should be mandatory when risk surcharge percentage is given

*Actual-*

Risk Surcharge reasons is mandatory when risk surcharge percentage is not given



!image-20241213-074513.png|width=990,height=369,alt=""image-20241213-074513.png""!"
TCON-3881,61938,Medical Indemnity-In Renewal Category should rollover for Specialty of Emergency Medicine Specialist (incl general anaesthesia) ,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"Policy# *MI103232*

1-Create a medical policy with policy period 01/07/2023 to 30/06/2024 with Specialty of Emergency Medicine Specialist (incl general anaesthesia) and Category Level 5A
2-On Renewal ,  Specialty and Category should rollover

*Expected:-*

In renewal For Specialty of Emergency Medicine Specialist (incl general anaesthesia) and Category Level 2C should rollover 

*Actual-*

For Specialty of Emergency Medicine Specialist (incl general anaesthesia) and Category is blank

NB-

!image-20241218-101122.png|width=1116,height=112,alt=""image-20241218-101122.png""!

Renewal-

!image-20241218-101034.png|width=1151,height=321,alt=""image-20241218-101034.png""!"
TCON-3582,61407,eVoting - Priviledge Change from User to UW,Rachel Thomas,5c77b20414346e2ff1dfe053,"*Currently* below users have the priviledge of a User 

Gae Nuttall

Karen Stephens

*Where* they Don’t have the privilege to update quote, add Vote, and to add comment

*With* this CR I want these users to have the role change from User to UW 

*Where* they will have the priviledge to add Vote, Submit vote, and able to add comment

Please refer to Medical UI BRD - UW/Claims page

[Medical UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=jyZ6PB]

Please refer to Practice UI BRD - UW/Claims page

[Practice UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Practice%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=wac38446e8cc5466ea077b952308b2dc6&csf=1&web=1&e=mru2mS]

+_Acceptance Criteria 1_+

*Given I* login as Gae Nuttall

*And* I go to the page ‘UW/Claims’

*And* then ‘Underwriting’ section

*Then* I should be able to add vote

*AND* I should be able to submit vote

*AND* I should be able to add a comment and have this logged with my name and a date/time stamp

+_Acceptance Criteria 2_+

*Given I* login as Karen Stephens

*And* I go to the page ‘UW/Claims’

*And* then ‘Underwriting’ section

*Then* I should be able to add vote

*AND* I should be able to submit vote

*AND* I should be able to add a comment and have this logged with my name and a date/time stamp"
TCON-382,55846,POC - E-Signatures,"Wankhede, Avinash",712020:964b1863-9ae9-4236-b293-7466cc60b6de,
TCON-2661,59468,Change Package Type - MI Quotes\Applications,Rachel Thomas,5c77b20414346e2ff1dfe053,"_As the_ MDA Business\Internal User
_I want_ to be able to change Package Types in the Duck Creek System
_So that_ quotes\applications could be issued with Appropriate package types without creating another quote or application.

*Applicable Products -* Medical Indemnity

*Transaction Types -* New Business 

*Applicable Policy Status* - Quotes or Applications

*Requirement -* A drop down field with caption “*Package Type*“ should be created on the Applicant Info Page. This field should have below drop down values -

# Medical
# Restricted Medical
# Medical Indemnity Only

It should be defaulted to the value User selected while creating the new quote with the ability to change to other values in the drop down.

On any other transaction this field should be non editable.

*Acceptance Criteria:*

+_Scenario 1_+

*Given* I go to the Applicant Info page after creating a quote

*I should* be able to see Package Type field

*And* the field should be editable.

+_Scenario 2_+

*Given* I go to the Applicant Info page after converting a quote to application

*I should* be able to see Package Type field

*And* the field should be editable.

+_Scenario 3_+

*Given* I go to the Applicant Info page after creating a quote

*I should* be able to see Package Type field with default value of what was selected while creating new quote.

+_Scenario 4_+

*Given* I go to the Applicant Info page in Application status

*I should* be able to see Package Type field with default value of what was selected while creating new quote.

+_Scenario 5_+

*Given* I go to the Applicant Info page in Application status

*I should* be able to change Package Type value from default value.

*And* appropriate changes should happen in the application based on the changed value.

+_Scenario 6_+

*Given* I go to the Applicant Info page in InForce status

*I should* be able to see Package Type field

*And* it should be non editable

+_Scenario 7_+

*Given* I go to the Applicant Info page on an MTA Pending transaction

*I should* be able to see Package Type field

*And* it should be non editable

+_Scenario 8_+

*Given* I go to the Applicant Info page on an New Business transaction with the status ‘Approved’

*I should* be able to see Package Type field

*And* it should be non editable

+_Scenario 9_+

*Given* I go to the Applicant Info page on an New Business transaction with the status ‘Back-to-Pending’

*I should* be able to see Package Type field

*And* it should be editable

+_Scenario 10_+

*Given* I go to the Applicant Info page on an Renewal transaction with the status ‘Pending Renewal’

*I should* be able to see Package Type field

*And* it should be editable

+_Scenario 10_+

*Given* I go to the Applicant Info page on an Rewrite transaction with the status ‘Rewrite-Pending’

*I should* be able to see Package Type field

*And* it should be editable"
TCON-3268,60999,MI/PIP - Prompt on Mandatory Fields - UW Claims,Rachel Thomas,5c77b20414346e2ff1dfe053,"_As the_ MDA Business\Internal User

When I navigate directly from Applicant Information page to Pricing page without using the Next button
_I want_ to be able to see warning message for all the mandatory fields not been captured
_AND the warning message should be displayed on the Pricing page_

AND until all the mandatory fields are not captured the Bind/Issue button should be disabled

*Applicable Products -* MI/PIP

*Applicable Policy Status* - Application

BRDs –

[Medical UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Medical%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=w21daba1b350d4cc28dd4fdbdef1d8219&csf=1&web=1&e=ruBj7O]

[Practice UI Pages and Fields BRD.xlsx|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/Shared%20Documents/General/Planning%20Workshops/BRDs/Practice%20UI%20Pages%20and%20Fields%20BRD.xlsx?d=wac38446e8cc5466ea077b952308b2dc6&csf=1&web=1&e=h4pGZG]

*Acceptance Criteria:*

+_Scenario 1_+

*Given* I go to the Pricing page navigating from one tab (After completing the mandatory fields) to other without using the Next button on an application

*-I should-* -be able to select one of the options from the Application Status dropdown- 

*Then* a -prompt- warning message should appear at the botton of the Pricing page for all the mandatory fields with the page name against that field which is not been entered by the user

*AND* Bind/Issue button should be disabled

*Until* I -don’t- complete all the mandatory fields

*-And-* -the prompt should show ‘please complete all mandatory fields’-

*-And-* -I should not be able to add the Application Status until all mandatory fields have been entered.- 

+_Scenario 2 (Regression)_+

*Given* I am on the Applicant page screen

*AND* I click on the Next button without entering the mandatory fields

*Then* the system should highlight the fields which are the required and are Mandatory fields

*AND* the same behaviour should happen in all the pages

*When* I try to click on the Next button without entering the details on the mandatory fields

Note - Quote document trigger is out of scope with this story and will be handled separately once the Form integration is in place. "
TCON-4124,62437,All Workflows button should only appear on Pricing - MI\PIP,Rachel Thomas,5c77b20414346e2ff1dfe053,"*As a* User 

*I want* to only see all the workflow buttons on Pricing Page in Express for both MI and PIP

*So that* system complies with DC best practices as raised by Coforge.

----

*Applicable Products -* Medical & Practice

*Applicable Transactions -* All

*Workflow Buttons*

Bind 

Issue

Approve

Complete Application

Back to Policy

h2. *Acceptance Criteria*

+Scenario 1+

*Given* I am on policy express,

*When* I am on the pricing page,

*Then* all workflow buttons should appear.



+Scenario 2+

*Given* I am on policy express,

*When* I am on any page that is not the pricing page,

*Then* no workflow buttons should appear.



+Scenario 3+

*Given* I am on policy express,

*When* I am on any page that is not the pricing page,

*Then* I can select the pricing page tab and skip any other tabs to go directly to the pricing page, without completing mandatory fields (i.e. in order to select 'Complete an Application without having to enter all mandatory quote informiton)"
TCON-4066,62291,Clinicians eVoting Demo Feedback,Rachel Thomas,5c77b20414346e2ff1dfe053,"_As a_ Clinician
_I want to see below mentioned behaviour in the Express application on login._

----

*Applicable Products -* Medical & Practice

*Applicable Transactions -* NB Application

+*These are the feedback received in the Demo given on 30th Dec 2024.*+

# On Clinicians login to Express, Task Category should default to “eVoting”. 
# In the Commentary grid the time stamp should reflect in AEDT\AEST.
# {color:#ff5630}On Clinicians login, View all Tasks section should show up instead of Home dashboard. (POC is in progress){color}



+*These are the feedback received in the Demo given on 12th Feb 2025.*+

# Ajay will check on the processing time of removing recipients from eVoting request.
# All Clinicians & Staff members should be checked by default, This is MDA Requirement.
# There should be space between words. E.g. there should be a space between ""Information"" and ""required"" in the vote history section. Values for ""LOB"" should have spaces between words. E.g. ""Medical Indemnity"".
# Leading and trailing spaces should be removed from input fields for username and password before submission. This applies to login page and to all Users.
# In the ""Submitted by"" field, some users names have single, and some have double spacing between First Name and Last Name. this needs to be rectified to single space between names.
# Add Application Referral checkbox should not be checked by default. eVoting process won't apply to all applications so should be user selection
# Clinicians should have the ability to upload documents.
# Clinicians should only see those applications that they have been assigned to them via eVoting.
# Hide all the links\pages which Clinicians are not authorized to view or update. Drive it based on privileges as much as possible. E.g. Create Policy Document link should not appear, Update Client Details hyperlink should not be visible to Clinicians.

h2. Acceptance Criteria

+Scenario 1+

*Given* Clinician User login to Express Application 

*And* navigates to the View all Tasks section

*Then* Task Category should default to eVoting.



+Scenario 2+

*Given* Clinician User login to Express Application 

*And* navigates to the UW\Claims Page

*And* submits a comment for any application

*Then* in Comment History the saved time stamp should be in AEDT\AEST.



{color:#ff5630}+Scenario 3 (To be confirmed)+{color}

{color:#ff5630}*Given*{color}{color:#ff5630} Clinician User login to Express Application {color}

{color:#ff5630}*Then* {color}{color:#ff5630}View All Tasks section should be rendered instead of the Home Dashboard.{color}



+Scenario 4+

*Given* Clinician User login to Express Application 

*When* I Navigate to ""UW - Claims"" screen,

*Then* All Clinicians & Staff members should be checked by default



+Scenario 5+

*Given* Clinician User login to Express Application 

*When* I Navigate to ""UW - Claims"" screen,

*Then* Application Referral checkbox should not be checked by default.



+Scenario 6+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*Then* Clinicians should have the ability to view  all relevant documentation required for Clinician review and upload documents.



+Scenario 6+

*Given* Clinician User login to Express Application

*When* I Navigate to ""UW - Claims"" screen,

*Then* Only assigned application should be visible to clinician



+Scenario 7+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*Then* Create Policy Document link should not appear, Update Client Details hyperlink should not be visible to Clinicians



+Scenario 8+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* 'add application referral’ is checked,

*Then* The referral date should be auto-populated with the current date



+Scenario 9+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*Then* there should be no missing or extra spaces between wording in the vote history section



+Scenario 10+

*Given* Clinician User wants to login to Express Application,

*And* user enters name and password with space before and after

*Then* system should trim the spaces and allow successful login.



+Scenario 11+

*Given* Clinician User login to Express Application,

*When* Navigate to the ""Submitted by"" field,

*Then* There should be only one space between first and last names.



+Scenario 12+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* Open any policy with passed due date

*Then* Vote should not automatically assigned



+Scenario 13+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* Select MDA staff and clinician and Click on evoting

*Then* Email notification should be triggered to the selected user.



+Scenario 14+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* Add vote,

*Then* Vote date time stamp should be available.



+Scenario 15+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* Select ""Start new Thread"" from add/Amend vote drop down and submit a comment,

*Then* New comment thread should be created with date time stamp.



+Scenario 16+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""UW - Claims"" screen,

*And* Select ""Reply to Thread"" from add/Amend vote drop down and reply to a comment,

*Then* The reply should be added under the selected thread with date time stamp



+Scenario 17+

*Given* Clinician User login to Express Application,

*When* I Navigate to ""Pricing"" screen,

*Then* All open task status should update to Close after Policy Issue/Bind.



+Scenario 18+

*Given* Clinician User login to Express Application

*When* I Navigate to ""UW - Claims"" screen,

*Then* Sarah Marshman and Georgie Barnum should not appear in the MDA staff list"
TCON-3002,60615,Medical Indemnity-Risk Surcharge is getting applied for the period of MTA Non-Practising.,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"Scenatrio-16-Policy# *MI002936*

Create a policy with policy period 1/7/22 – 30/06/23, Category with Level 2C for State NSW with CMY3 with GAB $4,000,000 and add Risk surcharge and manual adjustment

2)Perform a Endorse transaction with effective date 01/01/2023, category as Non-Practicing

3)Navigate to Pricing screen Indemnity tab and verify Non practicing premium

*Expected:-*

Where a DC premium is being used for part of the non-practicing calculation, the  non practicing calculation will take into account the prior year annualized ex tax premium before Risk Surcharge is applied i.e. it will take the running balance after Selected Manual Adjustment Amount.  UW will then determine if Risk Surcharge should be manually added to the non-practicing period. 

*Actual-*

 Nonpractice calculation includes with Risk Surcharge

NB-

!image-20241009-081746.png|width=945,height=116,alt=""image-20241009-081746.png""!

!image-20241009-081910.png|width=510,height=271,alt=""image-20241009-081910.png""!

Endorse-

!image-20241009-082022.png|width=514,height=338,alt=""image-20241009-082022.png""!



!image-20241009-082119.png|width=989,height=380,alt=""image-20241009-082119.png""!"
TCON-3202,60898,Medical Indemnity- For Non-dip policy CRF % variation is getting applied,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"Policy# *MI003210*

# Create a policy with policy period 1/7/23 – 30/06/24, Specialty as Neonatology and Category with Doctors in Specialist Training for State QLD.
# Navigate to Pricing screen Indemnity section and verify Claims investigation loading

*Expected:-*

For Non-dip category CRF  variation should be $

*Actual-*

 For Non-dip CRF variation is getting applied as %



!image-20241021-100157.png|width=1112,height=498,alt=""image-20241021-100157.png""!"
TCON-3275,61006,Medical Indemnity-Endorse Non practicing  calculation is incorrect,Umadevi,712020:c31d08eb-4e7e-4ca0-9c3c-323356851b54,"Scenatrio-24-Policy# *MI003417*

# Create a policy with policy period 1/7/23 – 30/06/24, Category with Level 2 for State QLD with CMY1 and GAB $900,000
# Create Renewal and move to non practice
# Create Endorse on 10/1/2024 and move back to practice.
# Create Endorse on 1/1/2024 and move back to non practice.

*Expected:-*

Second period in Non Practising within the same policy period would apply the same logic as for the initial Non Practising period and apply the pro-rata no practising premium based on period in Non Practising

*Actual-*

Renewal non-practicing premium is getting displayed in endorse

!image-20241024-110020.png|width=1018,height=278,alt=""image-20241024-110020.png""!

|From date|To date|Pro-rata Days|Max days|Premium excluding tax|
|01-07-2023|30-06-2024|366|366|1975.85|
|01-07-2024|30-06-2025|365|365|506.31|
|01-10-2024|30-06-2025|273|365|1,823.78|
|01-01-2025|30-06-2025|181|365| |

Calculation-

*25% of ((1975.85+1823.78)/2/365)*181=235.52*

Issue 2-

Scenario-22-MI003551
Create a policy with policy period 1/7/23 – 30/06/24, Category with Level 1A for State QLD with CMY1 and GAB $900,000

Create Renewal with same practice category

Create Endorse on 1/1/2024 and move to non practice."
